dataset,sublFatJet_phi,n,weight_nominal:sumw,weight_nominal:sumw2
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-0.42666666666666675, -0.21333333333333337)",166,5.1996605179738253e-05,1.628703075184923e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[-0.21333333333333337, 0.0)",149,4.6671651944052428e-05,1.4619081986633198e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.0, 0.21333333333333337)",148,4.6358418330783024e-05,1.4520966894193688e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.21333333333333337, 0.42666666666666675)",173,5.4189233196666464e-05,1.6973832062117111e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.42666666666666675, 0.6400000000000001)",145,4.5418721128953621e-05,1.4226622484236895e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.6400000000000001, 0.8533333333333335)",160,5.0117210776079446e-05,1.5698341931935644e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[0.8533333333333335, 1.0666666666666664)",172,5.3875999583397061e-05,1.6875717837039339e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.0666666666666664, 1.2800000000000002)",161,5.0430440751370043e-05,1.5796456157013417e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.2800000000000002, 1.4933333333333332)",166,5.1996605179738253e-05,1.628703075184923e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.4933333333333332, 1.706666666666667)",168,5.2623068768298253e-05,1.6483259202004774e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.706666666666667, 1.92)",149,4.6671651944052428e-05,1.4619081986633198e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[1.92, 2.1333333333333337)",171,5.3562769608106464e-05,1.6777603611961567e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.1333333333333337, 2.3466666666666667)",138,4.322609311202541e-05,1.3539820306607275e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.3466666666666667, 2.5600000000000005)",153,4.7924582759151235e-05,1.5011538886944287e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.5600000000000005, 2.7733333333333334)",172,5.3875999583397061e-05,1.6875717837039339e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.7733333333333334, 2.9866666666666672)",161,5.0430440751370043e-05,1.5796456157013417e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[2.9866666666666672, 3.2)",113,3.539527824614197e-05,1.1086954271322114e-11
SVJ_Kevin_mZprime-3000_mDark-20_rinv-0.9_alpha-peak,"[3.2, inf)",0,0,0
